symbol,basic_statistics,stationarity_test,volatility_analysis,analysis_period,MAE,MSE,RMSE,R2,MAPE,Date,ARIMA_Forecast,RNN_Forecast,Symbol
NCLH,"{'mean': 17.365717385514646, 'std': 2.8764412254753013, 'min': 11.859999656677246, 'max': 27.760000228881836, 'median': 17.190000534057617, 'skewness': 0.5575082643391018, 'kurtosis': 0.44918072803180653}","{'test_statistic': -1.1040009832187858, 'p_value': 0.713473724650392, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.5042477579654864, 'max_volatility': 0.7751209282929917, 'min_volatility': 0.2495476279746576, 'avg_volatility': 0.48943201026966754}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NDAQ,"{'mean': 58.5011991872522, 'std': 7.201827879454373, 'min': 47.25, 'max': 78.69000244140625, 'median': 56.93000030517578, 'skewness': 0.8403939637699986, 'kurtosis': -0.01249857627334272}","{'test_statistic': 0.9565037322990353, 'p_value': 0.9937851372905103, 'critical_values': {'1%': -3.4446148284445153, '5%': -2.8678299626609314, '10%': -2.5701203107928157}}","{'annual_volatility': 0.22066759133661754, 'max_volatility': 0.4707337472184044, 'min_volatility': 0.0964847572973818, 'avg_volatility': 0.20748109501236575}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NDSN,"{'mean': 240.87730178996378, 'std': 17.329326184179543, 'min': 204.02000427246094, 'max': 278.8900146484375, 'median': 241.24000549316406, 'skewness': 0.008404258043416648, 'kurtosis': -0.9157044949151616}","{'test_statistic': -2.0927936598128487, 'p_value': 0.2474221631878562, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.23503683758593655, 'max_volatility': 0.5689432381097348, 'min_volatility': 0.10585678257208934, 'avg_volatility': 0.21468933397263268}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NEE,"{'mean': 70.2607066707897, 'std': 9.048476255917109, 'min': 49.31999969482422, 'max': 85.73999786376953, 'median': 73.01000213623047, 'skewness': -0.3680740830801584, 'kurtosis': -0.9405489935698537}","{'test_statistic': -1.723292893046964, 'p_value': 0.4191529938734435, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.275197911965735, 'max_volatility': 0.6138242386598232, 'min_volatility': 0.11848926374796805, 'avg_volatility': 0.25473102385594365}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NEM,"{'mean': 43.18077086585492, 'std': 6.138930628272074, 'min': 29.860000610351562, 'max': 58.68000030517578, 'median': 42.150001525878906, 'skewness': 0.2561919123881772, 'kurtosis': -0.6331245267524239}","{'test_statistic': -2.0485319777430235, 'p_value': 0.26570697192380954, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.3479471007060849, 'max_volatility': 0.5709520013283297, 'min_volatility': 0.16189668778153893, 'avg_volatility': 0.33151046146810653}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NFLX,"{'mean': 504.46276228126675, 'std': 137.52505655148454, 'min': 292.760009765625, 'max': 796.5399780273438, 'median': 474.05999755859375, 'skewness': 0.2150950505352418, 'kurtosis': -1.297884905966876}","{'test_statistic': -0.14857714919228648, 'p_value': 0.9443799223662188, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.3441164205702965, 'max_volatility': 0.6284738286344439, 'min_volatility': 0.16355502594608434, 'avg_volatility': 0.32403166943691375}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NI,"{'mean': 28.200749497342162, 'std': 2.6448487892839556, 'min': 23.18000030517578, 'max': 35.970001220703125, 'median': 27.450000762939453, 'skewness': 1.3224329977935287, 'kurtosis': 0.9623764290661962}","{'test_statistic': 0.4850956350143396, 'p_value': 0.9844129804238329, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.18791619202888543, 'max_volatility': 0.3848747402602283, 'min_volatility': 0.05904582018021241, 'avg_volatility': 0.17892782873042432}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NKE,"{'mean': 101.78393995787398, 'std': 15.458553627489348, 'min': 71.08999633789062, 'max': 129.5, 'median': 102.61000061035156, 'skewness': -0.1117837699824683, 'kurtosis': -0.8237372252172825}","{'test_statistic': -1.0435509467310442, 'p_value': 0.7370506979925038, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.30129259627357696, 'max_volatility': 0.7403256031775385, 'min_volatility': 0.14107064210560488, 'avg_volatility': 0.2785742052797734}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NOC,"{'mean': 465.74081401293995, 'std': 28.14710277933566, 'min': 420.07000732421875, 'max': 543.8800048828125, 'median': 461.07000732421875, 'skewness': 0.8606203413565086, 'kurtosis': 0.12074224270244782}","{'test_statistic': -2.523831967308115, 'p_value': 0.10978289797849983, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2055378665506929, 'max_volatility': 0.45894341498600444, 'min_volatility': 0.08325476612890557, 'avg_volatility': 0.18556955801025207}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NOW,"{'mean': 654.8789082757921, 'std': 152.41086454427725, 'min': 366.32000732421875, 'max': 1015.280029296875, 'median': 675.2999877929688, 'skewness': 0.09385642323954094, 'kurtosis': -0.9720991564494561}","{'test_statistic': -0.1928504753227288, 'p_value': 0.9393684733414353, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.3296791202422363, 'max_volatility': 0.5965064973145573, 'min_volatility': 0.1461989544154334, 'avg_volatility': 0.31638228784068656}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NRG,"{'mean': 54.40218403507862, 'std': 20.397358754343426, 'min': 30.81999969482422, 'max': 96.4000015258789, 'median': 48.08000183105469, 'skewness': 0.4780792712320803, 'kurtosis': -1.343683190366174}","{'test_statistic': 0.451184235955332, 'p_value': 0.9833113761677456, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.311324174861847, 'max_volatility': 0.5402600724236047, 'min_volatility': 0.1426576822925288, 'avg_volatility': 0.2996620675968427}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NSC,"{'mean': 228.51402566979223, 'std': 19.534757392749544, 'min': 184.52999877929688, 'max': 277.0, 'median': 228.85000610351562, 'skewness': -0.09399929535652084, 'kurtosis': -1.0066860323066553}","{'test_statistic': -1.557053970298801, 'p_value': 0.5051227833988244, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.252759355211134, 'max_volatility': 0.4474352356737597, 'min_volatility': 0.11989027001659511, 'avg_volatility': 0.23330925178449402}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NTAP,"{'mean': 90.76633829120905, 'std': 22.833938546206166, 'min': 60.779998779296875, 'max': 134.6199951171875, 'median': 85.95999908447266, 'skewness': 0.44632254295515067, 'kurtosis': -1.246163755081858}","{'test_statistic': -0.6840211636765964, 'p_value': 0.85084511730322, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2903957735496175, 'max_volatility': 0.6708201479703976, 'min_volatility': 0.12404843295995868, 'avg_volatility': 0.26205571506620334}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NTRS,"{'mean': 82.6972804100151, 'std': 8.534472692319193, 'min': 63.060001373291016, 'max': 106.56999969482422, 'median': 82.94000244140625, 'skewness': 0.11200612974816439, 'kurtosis': -0.23632386691387497}","{'test_statistic': -1.1266090669059075, 'p_value': 0.7043447255766122, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.292804649218791, 'max_volatility': 0.5664047701025878, 'min_volatility': 0.130014758209366, 'avg_volatility': 0.27260312164582723}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NUE,"{'mean': 161.49128451949778, 'std': 15.287181927234649, 'min': 131.05999755859375, 'max': 200.97000122070312, 'median': 159.41000366210938, 'skewness': 0.5184545407639891, 'kurtosis': -0.27676789010941816}","{'test_statistic': -2.7467924200094287, 'p_value': 0.06628519150838572, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.3282768365537429, 'max_volatility': 0.6804697733402748, 'min_volatility': 0.1433056123543612, 'avg_volatility': 0.29224792801814364}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NVDA,"{'mean': 67.31471307578893, 'std': 38.15468392745207, 'min': 14.265000343322754, 'max': 148.8800048828125, 'median': 48.619998931884766, 'skewness': 0.5229189405217061, 'kurtosis': -1.1205363227972762}","{'test_statistic': 0.5983189884392631, 'p_value': 0.9875741217521189, 'critical_values': {'1%': -3.444932949082776, '5%': -2.867969899953726, '10%': -2.57019489663276}}","{'annual_volatility': 0.5137690925231231, 'max_volatility': 0.945501332764028, 'min_volatility': 0.23688221588495437, 'avg_volatility': 0.48709516535621694}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NVR,"{'mean': 6915.013515039481, 'std': 1341.5283602917425, 'min': 4589.31982421875, 'max': 9924.400390625, 'median': 6466.0, 'skewness': 0.48151262930294925, 'kurtosis': -0.7555209663078952}","{'test_statistic': -0.6442701419773216, 'p_value': 0.8606618159364602, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.23320290419080703, 'max_volatility': 0.3580748967620285, 'min_volatility': 0.14414446756155835, 'avg_volatility': 0.22971795954779162}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NWS,"{'mean': 23.396209871998693, 'std': 4.046074388995186, 'min': 15.760000228881836, 'max': 32.220001220703125, 'median': 23.100000381469727, 'skewness': -0.12218466645184503, 'kurtosis': -1.3507642471184897}","{'test_statistic': -0.0921008103530745, 'p_value': 0.9502196616462927, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2500377380385472, 'max_volatility': 0.47799151149957186, 'min_volatility': 0.12323973672890726, 'avg_volatility': 0.23649115202754312}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NWSA,"{'mean': 22.6827409037686, 'std': 3.682315559258396, 'min': 15.600000381469727, 'max': 29.520000457763672, 'median': 22.149999618530273, 'skewness': -0.1010567982111093, 'kurtosis': -1.3577632102607093}","{'test_statistic': -0.5030645013071094, 'p_value': 0.891417091007616, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.24834713758786467, 'max_volatility': 0.48169811058735784, 'min_volatility': 0.12514863844006072, 'avg_volatility': 0.23513450409758585}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
NXPI,"{'mean': 216.32334047109208, 'std': 32.871313738489995, 'min': 153.50999450683594, 'max': 290.7799987792969, 'median': 214.99000549316406, 'skewness': 0.1762534625910394, 'kurtosis': -0.9953737825155908}","{'test_statistic': -1.9062147026534115, 'p_value': 0.3291431902714982, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.34050615539923496, 'max_volatility': 0.6221612218178741, 'min_volatility': 0.19254479432279406, 'avg_volatility': 0.3305475494785344}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
O,"{'mean': 57.791991493176084, 'std': 4.881653181817242, 'min': 46.220001220703125, 'max': 68.30000305175781, 'median': 57.939998626708984, 'skewness': 0.051226345020114805, 'kurtosis': -0.9930910613473891}","{'test_statistic': -1.7321628319391107, 'p_value': 0.41462201737008936, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.18617770709043438, 'max_volatility': 0.3516220952591003, 'min_volatility': 0.10040758951166714, 'avg_volatility': 0.1768261839817271}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
ODFL,"{'mean': 189.58756956962242, 'std': 19.334831242317307, 'min': 140.74000549316406, 'max': 230.17999267578125, 'median': 193.97000122070312, 'skewness': -0.33387386816406844, 'kurtosis': -0.738849453741492}","{'test_statistic': -2.5659374449703, 'p_value': 0.10024362451805202, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.33425302976252913, 'max_volatility': 0.5496320578928887, 'min_volatility': 0.15659734594527283, 'avg_volatility': 0.31437467638225114}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
OKE,"{'mean': 73.11760173364677, 'std': 10.618624999787139, 'min': 56.58000183105469, 'max': 107.16000366210938, 'median': 69.12000274658203, 'skewness': 0.8034148908504877, 'kurtosis': -0.1970881998017604}","{'test_statistic': 0.9550956196629783, 'p_value': 0.9937688169709661, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.22334761175646878, 'max_volatility': 0.3996627200332428, 'min_volatility': 0.09767290932778752, 'avg_volatility': 0.21205511556685333}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
OMC,"{'mean': 89.6318416391246, 'std': 7.569804369548624, 'min': 72.47000122070312, 'max': 105.48999786376953, 'median': 90.88999938964844, 'skewness': -0.3350861813559652, 'kurtosis': -0.4101606983366999}","{'test_statistic': -1.4080713938299463, 'p_value': 0.5784005321521047, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.22194533136932104, 'max_volatility': 0.46591641180650756, 'min_volatility': 0.1191217597030783, 'avg_volatility': 0.2152311611552131}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
ON,"{'mean': 78.59299775313514, 'std': 9.983650744174838, 'min': 59.7400016784668, 'max': 108.08999633789062, 'median': 76.31999969482422, 'skewness': 0.7800661776423584, 'kurtosis': -0.106877492735582}","{'test_statistic': -2.515706698808139, 'p_value': 0.11169933653271918, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.46794066736482853, 'max_volatility': 0.8837058639777091, 'min_volatility': 0.27364006124962387, 'avg_volatility': 0.4524097799035327}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
ORCL,"{'mean': 118.07038511811282, 'std': 22.86932058786236, 'min': 82.9800033569336, 'max': 189.25, 'median': 115.30000305175781, 'skewness': 0.9305240593033468, 'kurtosis': 0.6147201184597408}","{'test_statistic': 0.6259604878395479, 'p_value': 0.9882383346286268, 'critical_values': {'1%': -3.4446148284445153, '5%': -2.8678299626609314, '10%': -2.5701203107928157}}","{'annual_volatility': 0.3126560772270602, 'max_volatility': 0.5564764639431908, 'min_volatility': 0.13243217350435035, 'avg_volatility': 0.29023521735370683}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
ORLY,"{'mean': 986.9603224433719, 'std': 106.24655930133343, 'min': 771.1699829101562, 'max': 1234.1500244140625, 'median': 963.6400146484375, 'skewness': 0.18712304854209558, 'kurtosis': -0.7592510767589284}","{'test_statistic': -0.7004214364909488, 'p_value': 0.8466403461351606, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.19980775977786794, 'max_volatility': 0.2941219952744111, 'min_volatility': 0.11309592731636817, 'avg_volatility': 0.19229552772575376}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
OTIS,"{'mean': 89.42301927848342, 'std': 7.084302610896555, 'min': 75.47000122070312, 'max': 106.01000213623047, 'median': 88.43000030517578, 'skewness': 0.29069278914149177, 'kurtosis': -0.9099771064497584}","{'test_statistic': -1.5991829940181352, 'p_value': 0.4840038685599746, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.18736096232141325, 'max_volatility': 0.3026669698203369, 'min_volatility': 0.10897118192049352, 'avg_volatility': 0.18209593265948493}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
OXY,"{'mean': 60.44751602270874, 'std': 4.065416822859552, 'min': 49.56999969482422, 'max': 69.26000213623047, 'median': 60.68000030517578, 'skewness': -0.5393374494419678, 'kurtosis': 0.21690347848936709}","{'test_statistic': -1.9659611783995565, 'p_value': 0.3016944010071526, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.24958288394592956, 'max_volatility': 0.41611245341415803, 'min_volatility': 0.11958364640186564, 'avg_volatility': 0.24399560669026332}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
PANW,"{'mean': 268.43229096961994, 'std': 63.25838568729169, 'min': 134.19000244140625, 'max': 391.3999938964844, 'median': 272.1499938964844, 'skewness': -0.17083690755313632, 'kurtosis': -0.9459145691757587}","{'test_statistic': -1.4002910095875436, 'p_value': 0.58213659691955, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.41622613091947114, 'max_volatility': 1.1255735906823345, 'min_volatility': 0.2050697902351577, 'avg_volatility': 0.3819061667606013}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
PARA,"{'mean': 14.42109208239733, 'std': 3.9158835349420333, 'min': 9.609999656677246, 'max': 25.25, 'median': 13.289999961853027, 'skewness': 1.0131258866548856, 'kurtosis': -0.0472987764491859}","{'test_statistic': -1.5165842609800784, 'p_value': 0.525291973296721, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.5651910099751127, 'max_volatility': 1.121487485962054, 'min_volatility': 0.15170462019379144, 'avg_volatility': 0.5295857353636796}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
PAYC,"{'mean': 229.87965778620392, 'std': 64.01862772907877, 'min': 140.16000366210938, 'max': 370.7799987792969, 'median': 202.0, 'skewness': 0.3142279635823395, 'kurtosis': -1.3400595433419922}","{'test_statistic': -1.524245128874264, 'p_value': 0.5214853537563748, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.4741525347377391, 'max_volatility': 1.4232435632242595, 'min_volatility': 0.16127027124899967, 'avg_volatility': 0.3819753944644386}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
PAYX,"{'mean': 120.37235536105628, 'std': 8.344990594763555, 'min': 104.93000030517578, 'max': 148.58999633789062, 'median': 120.26000213623047, 'skewness': 0.7245551294282443, 'kurtosis': 0.7217403734220982}","{'test_statistic': -0.6527258058000152, 'p_value': 0.8586176958719758, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.20672937363956134, 'max_volatility': 0.33277638355209904, 'min_volatility': 0.09816376355470086, 'avg_volatility': 0.19682887116966719}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
PCAR,"{'mean': 91.79264820107045, 'std': 14.999936195609564, 'min': 65.1866683959961, 'max': 124.45999908447266, 'median': 92.27999877929688, 'skewness': 0.11552354453332435, 'kurtosis': -0.9875326137715943}","{'test_statistic': -1.2463288247279762, 'p_value': 0.6533556881591335, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.24934745833863092, 'max_volatility': 0.4749387551715889, 'min_volatility': 0.1323861224183325, 'avg_volatility': 0.23124339778015215}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
PCG,"{'mean': 17.32029979591451, 'std': 1.2478817644987914, 'min': 15.180000305175781, 'max': 20.68000030517578, 'median': 17.079999923706055, 'skewness': 0.8363008355806544, 'kurtosis': 0.25075896031606604}","{'test_statistic': -1.1259966314247714, 'p_value': 0.7045942068683261, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.194963216824848, 'max_volatility': 0.29340903041929034, 'min_volatility': 0.09847933002832966, 'avg_volatility': 0.19358584607434243}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
PEG,"{'mean': 66.94327618682665, 'std': 9.063805804634429, 'min': 54.689998626708984, 'max': 92.02999877929688, 'median': 63.119998931884766, 'skewness': 1.2423720286662143, 'kurtosis': 0.41578543112440647}","{'test_statistic': 0.044630876464255176, 'p_value': 0.9620710376661458, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.1923374368997514, 'max_volatility': 0.30825791302438255, 'min_volatility': 0.08019366769127548, 'avg_volatility': 0.18140888426834575}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
PEP,"{'mean': 174.25533185219612, 'std': 7.919977984281305, 'min': 158.0800018310547, 'max': 196.1199951171875, 'median': 172.91000366210938, 'skewness': 0.5335585166354815, 'kurtosis': -0.3167085712833666}","{'test_statistic': -2.2304925514198906, 'p_value': 0.19536510475747126, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.15595717084315264, 'max_volatility': 0.2586853466535554, 'min_volatility': 0.08045572831870548, 'avg_volatility': 0.15248243618773386}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
PFE,"{'mean': 32.86642396424516, 'std': 5.807489252308578, 'min': 25.260000228881836, 'max': 51.2599983215332, 'median': 29.979999542236328, 'skewness': 0.8477620658536349, 'kurtosis': -0.29573815629213573}","{'test_statistic': -2.978709267518482, 'p_value': 0.03693109328564196, 'critical_values': {'1%': -3.444583778100581, '5%': -2.8678163032301995, '10%': -2.570113030490433}}","{'annual_volatility': 0.23092841938584976, 'max_volatility': 0.3939460507600918, 'min_volatility': 0.1232756928007617, 'avg_volatility': 0.22285101659724457}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
PFG,"{'mean': 78.96098513878898, 'std': 6.135860062231931, 'min': 65.45999908447266, 'max': 93.38999938964844, 'median': 79.08999633789062, 'skewness': 0.15408722653830223, 'kurtosis': -0.48787198007149835}","{'test_statistic': -2.6155016170336123, 'p_value': 0.08983553578328674, 'critical_values': {'1%': -3.44455286264131, '5%': -2.8678027030003483, '10%': -2.5701057817594894}}","{'annual_volatility': 0.24274488170454278, 'max_volatility': 0.5084363413018205, 'min_volatility': 0.12245789763833372, 'avg_volatility': 0.22658254578199535}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
PG,"{'mean': 155.85824431392825, 'std': 9.756484164975335, 'min': 136.57000732421875, 'max': 177.7899932861328, 'median': 154.38999938964844, 'skewness': 0.18276719309012374, 'kurtosis': -0.9105074871341801}","{'test_statistic': -1.2446264116461259, 'p_value': 0.6541101784717004, 'critical_values': {'1%': -3.44464601455782, '5%': -2.867843681679954, '10%': -2.570127622873346}}","{'annual_volatility': 0.1509402347806595, 'max_volatility': 0.27101876889391746, 'min_volatility': 0.0629328604792773, 'avg_volatility': 0.14309575434953048}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
PGR,"{'mean': 174.81912215108278, 'std': 42.140244975431166, 'min': 114.77999877929688, 'max': 261.5199890136719, 'median': 160.5500030517578, 'skewness': 0.5075330491658667, 'kurtosis': -1.1052625988428475}","{'test_statistic': 0.6314254174618419, 'p_value': 0.9883651354598378, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.2594921774504545, 'max_volatility': 0.5593384572193755, 'min_volatility': 0.09936990186158033, 'avg_volatility': 0.24339219535507373}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}",,,,,,,,,
