Symbol,Date,Predicted Close
AIZ,2024-11-08,209.33881499031367
AIZ,2024-11-11,208.51757904521838
AIZ,2024-11-12,208.96632521197833
AIZ,2024-11-13,208.67840606134257
AIZ,2024-11-14,208.76530774278817
AIZ,2024-11-15,208.82109830007175
AIZ,2024-11-18,208.76451467347675
AIZ,2024-11-19,208.79957621191016
AIZ,2024-11-20,208.7858205538828
AIZ,2024-11-21,208.78397124826486
AIZ,2024-11-22,208.78970874862873
AIZ,2024-11-25,208.78545394094104
AIZ,2024-11-26,208.7874307109626
AIZ,2024-11-27,208.78720935766052
AIZ,2024-11-28,208.78672712111853
AIZ,2024-11-29,208.7872077097559
AIZ,2024-12-02,208.78694236409447
AIZ,2024-12-03,208.78701168774677
AIZ,2024-12-04,208.7870424083873
AIZ,2024-12-05,208.78699277154348
AIZ,2024-12-06,208.78702596872662
AIZ,2024-12-09,208.7870135869234
AIZ,2024-12-10,208.78701309733924
AIZ,2024-12-11,208.78701770964543
AIZ,2024-12-12,208.7870138408315
AIZ,2024-12-13,208.7870156758062
AIZ,2024-12-16,208.78701538192226
AIZ,2024-12-17,208.78701501655087
AIZ,2024-12-18,208.7870154358067
AIZ,2024-12-19,208.78701519193478
AIZ,2024-11-08,209.3388149623144
AIZ,2024-11-11,208.51757893118474
AIZ,2024-11-12,208.96632501684505
AIZ,2024-11-13,208.67840584724917
AIZ,2024-11-14,208.7653075074259
AIZ,2024-11-15,208.82109807338608
AIZ,2024-11-18,208.764514452133
AIZ,2024-11-19,208.7995759884488
AIZ,2024-11-20,208.78582033294157
AIZ,2024-11-21,208.78397102542613
AIZ,2024-11-22,208.78970852564257
AIZ,2024-11-25,208.78545371840158
AIZ,2024-11-26,208.78743048801596
AIZ,2024-11-27,208.787209135009
AIZ,2024-11-28,208.78672689840712
AIZ,2024-11-29,208.78720748699718
AIZ,2024-12-02,208.78694214139514
AIZ,2024-12-03,208.7870114650035
AIZ,2024-12-04,208.78704218566023
AIZ,2024-12-05,208.78699254881855
AIZ,2024-12-06,208.78702574599438
AIZ,2024-12-09,208.78701336419735
AIZ,2024-12-10,208.7870128746102
AIZ,2024-12-11,208.78701748691674
AIZ,2024-12-12,208.78701361810354
AIZ,2024-12-13,208.78701545307746
AIZ,2024-12-16,208.78701515919397
AIZ,2024-12-17,208.78701479382244
AIZ,2024-12-18,208.7870152130782
AIZ,2024-12-19,208.7870149692064
AIZ,2024-11-08,209.26131620680613
AIZ,2024-11-11,208.78928383314837
